"","Player","Tm","Pos","G","GS","MP","FG","FGA","FG%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PS/G","PER","TS%","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","fix"
"192","Nikola Jokic\jokicni01","DEN","C",75,73,32.6,6.7,13.5,0.499,0.554,3.5,4.2,0.85,2.6,8.1,10.7,6.1,1.2,0.8,2.8,2.8,18.5,24.4,0.603,0.31,9,27.9,18.5,29.6,1.8,2.1,15.5,24.2,7.8,2.9,10.7,0.211,4.8,2.3,7.1,5.6,"nikolajokic"
"193","Tyus Jones\jonesty01","MIN","PG",82,11,17.9,1.8,4,0.457,0.526,0.9,1,0.877,0.2,1.4,1.6,2.8,1.2,0.1,0.7,1.3,5.1,14.1,0.572,0.247,1.2,9.2,5.2,21.2,3.2,0.4,14,12.7,2.3,1.2,3.6,0.117,0.8,-0.3,0.5,0.9,"tyusjones"
"194","DeAndre Jordan\jordade01","LAC","C",77,77,31.5,4.8,7.5,0.645,0.645,2.4,4.1,0.58,4.3,10.9,15.2,1.5,0.5,0.9,1.8,2.6,12,20.2,0.648,0.54,15.1,37.6,26.5,7.1,0.8,2.4,16.1,15.2,6,3.4,9.4,0.186,0.5,1.6,2.1,2.5,"deandrejordan"
"195","Cory Joseph\josepco01","IND","PG",82,17,27,3.1,7.4,0.424,0.479,0.9,1.1,0.745,0.5,2.7,3.2,3.2,1,0.2,1.1,1.7,7.9,11,0.503,0.156,2,11.4,6.7,16.1,1.8,0.7,11.9,14.8,1.2,2,3.1,0.068,-1.3,0.1,-1.2,0.5,"coryjoseph"
"196","Frank Kaminsky\kaminfr01","CHO","PF",79,4,23.2,3.9,9.1,0.429,0.501,2,2.5,0.799,0.6,3.1,3.6,1.6,0.5,0.2,0.8,1.2,11.1,14.4,0.545,0.271,2.7,14.5,8.5,11,1,0.9,7.6,20.5,2.3,1.3,3.6,0.094,0.3,-1.2,-0.9,0.5,"frankkaminsky"
"197","Enes Kanter\kanteen01","NYK","C",71,71,25.8,5.9,10,0.592,0.592,2.2,2.6,0.848,3.8,7.1,11,1.5,0.5,0.5,1.7,2.6,14.1,24,0.63,0.258,16.6,30.6,23.6,9.4,1,1.7,13.3,21.8,5.5,2.1,7.6,0.198,2.4,0.1,2.5,2.1,"eneskanter"
"198","Luke Kennard\kennalu01","DET","SG",73,9,20,2.8,6.4,0.443,0.53,0.9,1,0.855,0.3,2.1,2.4,1.7,0.6,0.2,0.9,1.2,7.6,12.1,0.56,0.163,1.6,11.9,6.6,12.7,1.5,0.8,12.2,17.2,1.1,1.4,2.6,0.085,-1.1,-0.4,-1.5,0.2,"lukekennard"
"199","Michael Kidd-Gilchrist\kiddgmi01","CHO","SF",74,74,25,3.8,7.6,0.504,0.504,1.6,2.3,0.684,1.1,2.9,4.1,1,0.7,0.4,0.7,1.9,9.2,12.5,0.536,0.305,4.8,13,8.8,5.9,1.3,1.4,7.8,16.2,1.6,1.6,3.2,0.084,-2,0.3,-1.8,0.1,"michaelkiddgilchrist"
"200","Sean Kilpatrick\kilpase01","TOT","SG",52,1,12.3,2.1,5.7,0.374,0.452,1.2,1.4,0.889,0.1,1.6,1.7,0.9,0.3,0.1,0.7,0.6,6.3,11.6,0.507,0.245,0.8,14.2,7.5,11.3,1,0.7,10.4,24.9,-0.2,0.3,0.1,0.008,-2.5,-3.6,-6.1,-0.7,"seankilpatrick"
"201","Maxi Kleber\klebima01","DAL","PF",72,36,16.8,2.1,4.3,0.489,0.553,0.6,0.8,0.746,1,2.3,3.3,0.7,0.4,0.7,0.4,1.6,5.4,13.4,0.576,0.191,6.3,15.6,10.8,6.4,1.1,3.5,8.2,13.7,1.6,1.2,2.8,0.113,-1,1.2,0.2,0.7,"maxikleber"
"202","Kyle Korver\korveky01","CLE","SG",73,4,21.6,3,6.6,0.459,0.628,0.9,1,0.889,0.1,2.1,2.3,1.2,0.4,0.4,0.8,1.8,9.2,13.4,0.652,0.149,0.7,10.9,5.9,8,1,1.5,9.6,16,2.8,0.6,3.4,0.104,2.2,-2,0.1,0.9,"kylekorver"
"203","Kosta Koufos\koufoko01","SAC","C",71,13,19.6,3.1,5.5,0.571,0.571,0.5,1,0.446,2.1,4.5,6.6,1.2,0.7,0.5,0.7,2.1,6.7,17.5,0.566,0.19,11.7,27.6,19.3,9.7,1.7,2.2,10.4,15.2,2.3,1.5,3.9,0.134,-0.8,1.4,0.5,0.9,"kostakoufos"
"204","Kyle Kuzma\kuzmaky01","LAL","PF",77,37,31.2,6.1,13.5,0.45,0.527,1.9,2.7,0.707,1.1,5.1,6.3,1.8,0.6,0.4,1.8,2.1,16.1,14.2,0.549,0.2,3.9,17.4,10.7,9.1,1,1.1,11,22.5,1.5,2.3,3.8,0.077,-0.3,-1,-1.3,0.4,"kylekuzma"
"205","Skal Labissiere\labissk01","SAC","PF",60,28,20.7,3.4,7.6,0.448,0.467,1.6,2,0.805,1.7,3.2,4.8,1.2,0.4,0.8,1.2,2.2,8.7,14.3,0.513,0.258,8.7,18.1,13.2,9.1,1,3.7,12.5,21.1,0.4,1,1.4,0.054,-2.7,0.1,-2.6,-0.2,"skallabissiere"
"206","Jeremy Lamb\lambje01","CHO","SG",80,18,24.6,4.8,10.4,0.457,0.513,2.2,2.6,0.861,0.6,3.4,4.1,2.3,0.8,0.4,1.2,1.7,12.9,17,0.559,0.25,2.7,15.4,8.9,15.4,1.5,1.4,9.1,22.4,3,1.9,4.9,0.12,1.2,-0.2,0.9,1.5,"jeremylamb"
"207","Shane Larkin\larkish01","BOS","PG",54,2,14.4,1.6,4.1,0.384,0.454,0.6,0.7,0.865,0.3,1.4,1.7,1.8,0.5,0.1,0.6,1.1,4.3,10.4,0.491,0.169,2.1,10.7,6.5,18.5,1.9,0.3,12.3,15.5,0.3,1.1,1.4,0.087,-2.3,0.2,-2.1,0,"shanelarkin"
"208","Joffrey Lauvergne\lauvejo01","SAS","C",55,1,9.7,1.8,3.5,0.516,0.516,0.5,0.9,0.638,1.1,2,3.1,0.7,0.2,0.1,0.6,0.8,4.1,16.5,0.536,0.247,13,22.6,17.8,12.2,0.9,0.5,13.5,20.4,0.6,0.7,1.3,0.12,-1.4,-0.1,-1.6,0.1,"joffreylauvergne"
"209","Jake Layman\laymaja01","POR","SF",35,1,4.6,0.4,1.3,0.298,0.34,0.1,0.1,0.667,0.1,0.3,0.5,0.3,0.2,0.1,0.1,0.4,1,4.9,0.352,0.064,2.8,8.1,5.5,9.4,1.9,2,9.4,14.6,-0.3,0.2,-0.1,-0.021,-5.3,0.4,-5,-0.1,"jakelayman"
"210","T.J. Leaf\leaftj01","IND","PF",53,0,8.7,1.2,2.6,0.471,0.537,0.2,0.3,0.625,0.5,1,1.5,0.2,0.1,0.1,0.2,0.8,2.9,10.7,0.545,0.118,7.2,13,10.1,2.8,0.5,0.8,6.5,14.9,0.5,0.3,0.8,0.082,-1.9,-2.9,-4.8,-0.3,"t"
"211","Courtney Lee\leeco01","NYK","SG",76,69,30.4,4.5,9.9,0.454,0.529,1.5,1.6,0.919,0.4,2.6,2.9,2.4,1.1,0.2,1.1,1.4,12,13,0.564,0.164,1.4,9.3,5.4,11.3,1.7,0.6,9.4,16.9,2.7,1.2,3.9,0.082,0.8,-0.7,0,1.2,"courtneylee"
"212","Alex Len\lenal01","PHO","C",69,13,20.2,3.1,5.5,0.566,0.567,2.3,3.3,0.684,2.5,5,7.5,1.2,0.4,0.9,1.1,2.3,8.5,19.4,0.612,0.611,13.2,26.7,19.8,9.1,0.9,3.5,14,17,3.2,1.3,4.5,0.154,-0.3,1.1,0.8,1,"alexlen"
"213","Meyers Leonard\leoname01","POR","C",33,2,7.7,1.4,2.4,0.59,0.66,0.3,0.3,0.818,0.4,1.8,2.1,0.5,0.2,0,0.3,1.1,3.4,17.8,0.676,0.141,5.2,24.7,15,10.6,1.4,0,10.8,16.1,0.7,0.3,1.1,0.2,1.2,-0.2,0.9,0.2,"meyersleonard"
"214","Caris LeVert\leverca01","BRK","SF",71,10,26.3,4.5,10.4,0.435,0.493,1.9,2.6,0.711,0.7,2.9,3.7,4.2,1.2,0.3,2.2,2.2,12.1,14.3,0.525,0.254,3,11.9,7.4,26,2.1,0.9,15.8,22.5,0.7,1.6,2.3,0.059,-0.3,-0.2,-0.5,0.7,"carislevert"
"215","DeAndre Liggins\liggide01","TOT","SG",58,4,12.5,0.7,1.8,0.377,0.467,0,0.1,0.4,0.1,1.2,1.3,0.8,0.6,0.2,0.3,1.4,1.7,6,0.467,0.047,1.1,10.6,5.9,8.4,2.5,1.6,15.6,7.9,-0.2,0.7,0.5,0.034,-3.4,1.2,-2.2,0,"deandreliggins"
"216","Damian Lillard\lillada01","POR","PG",73,73,36.6,8.5,19.4,0.439,0.519,6.8,7.4,0.916,0.8,3.6,4.5,6.6,1.1,0.4,2.8,1.6,26.9,25.2,0.594,0.38,2.6,10.6,6.6,30.9,1.4,0.8,11.1,30.6,9.9,2.7,12.6,0.227,7.7,-1,6.7,5.9,"damianlillard"
"217","Shaun Livingston\livinsh01","GSW","PG",71,7,15.9,2.4,4.8,0.501,0.501,0.7,0.9,0.82,0.5,1.4,1.8,2,0.5,0.3,0.8,1.6,5.5,11.6,0.533,0.178,3.4,9.2,6.5,16.8,1.5,1.5,13.6,16.7,0.9,0.9,1.8,0.077,-2.6,-0.9,-3.5,-0.4,"shaunlivingston"
"218","Kevon Looney\looneke01","GSW","C",66,4,13.8,1.7,2.9,0.58,0.583,0.6,1.2,0.545,1.3,2,3.3,0.6,0.5,0.8,0.5,1.6,4,14.8,0.588,0.399,11,15.2,13.2,6,1.8,4.9,12,12.5,1.5,1.3,2.8,0.145,-0.9,2.1,1.2,0.7,"kevonlooney"
"219","Brook Lopez\lopezbr01","LAL","C",74,72,23.4,5,10.7,0.465,0.536,1.5,2.1,0.703,1,3,4,1.7,0.4,1.3,1.3,2.7,13,16.4,0.557,0.199,4.6,13.4,9,11.6,0.8,4.6,10.2,23.5,1.9,1.9,3.8,0.105,0.3,0.2,0.5,1.1,"brooklopez"
"220","Robin Lopez\lopezro01","CHI","C",64,64,26.4,5.3,10.1,0.53,0.533,1.1,1.4,0.756,2.1,2.4,4.5,1.9,0.2,0.8,1.7,1.7,11.8,14.7,0.552,0.14,8.2,10.3,9.2,12.3,0.4,2.8,13.5,20.4,1.2,0.7,1.9,0.055,-1.7,-0.3,-1.9,0,"robinlopez"
"221","Kevin Love\loveke01","CLE","C",59,59,28,5.7,12.4,0.458,0.552,4,4.5,0.88,1.7,7.5,9.3,1.7,0.7,0.4,1.5,2,17.6,22.4,0.614,0.365,7,29.8,18.6,9.8,1.3,1.2,9.6,25.1,4.7,1.6,6.4,0.185,2.7,-1.5,1.3,1.4,"kevinlove"
"222","Kyle Lowry\lowryky01","TOR","PG",78,78,32.2,5.2,12.1,0.427,0.553,2.9,3.3,0.854,0.8,4.7,5.6,6.9,1.1,0.2,2.3,2.5,16.2,19.5,0.598,0.276,3,16.1,9.7,30.9,1.7,0.6,14.7,21.7,7,3.1,10.2,0.194,5.4,0.5,5.9,5,"kylelowry"
"223","Timothe Luwawu-Cabarrot\luwawti01","PHI","SF",52,7,15.5,1.9,5.1,0.375,0.474,0.9,1.1,0.793,0.3,1.1,1.4,1,0.2,0.1,0.7,1.9,5.8,7,0.511,0.217,1.9,7.5,4.8,9.3,0.7,0.5,11.5,17.5,0.1,0.7,0.8,0.046,-2.3,-2.4,-4.7,-0.5,"timotheluwawucabarrot"
"224","Trey Lyles\lylestr01","DEN","PF",73,2,19.1,3.7,7.5,0.491,0.566,1.4,2,0.697,0.8,4,4.8,1.2,0.4,0.5,0.8,1.5,9.9,17.9,0.59,0.264,4.5,23.5,14,10.1,1.1,2,9,21.1,2.7,1.2,3.9,0.134,0.6,-1.4,-0.8,0.4,"treylyles"
"225","Shelvin Mack\macksh01","ORL","PG",69,3,19.8,2.6,6,0.43,0.488,1,1.4,0.711,0.3,2.1,2.4,3.9,0.8,0.1,1.3,1.3,6.9,13.3,0.518,0.234,1.8,11.6,6.7,29.5,1.9,0.5,16.3,17.6,1,1,2,0.069,-1.2,-1.2,-2.4,-0.1,"shelvinmack"
"226","Ian Mahinmi\mahinia01","WAS","C",77,0,14.9,1.8,3.2,0.556,0.556,1.2,1.7,0.703,1.8,2.3,4.1,0.7,0.5,0.5,1.3,3,4.8,12.2,0.601,0.516,13.4,17.4,15.4,6.6,1.6,3.2,24.7,15.6,0.8,1.4,2.2,0.093,-2.3,1.6,-0.7,0.4,"ianmahinmi"
"227","Thon Maker\makerth01","MIL","C",74,12,16.7,1.8,4.3,0.411,0.46,0.9,1.3,0.699,1,2,3,0.6,0.5,0.7,0.6,2.2,4.8,10.2,0.499,0.294,7.1,14.2,10.6,5.2,1.5,3.7,11,14.6,0.3,1.1,1.5,0.056,-2.7,0,-2.7,-0.2,"thonmaker"
"228","Boban Marjanovic\marjabo01","TOT","C",39,1,8.6,2,3.8,0.534,0.534,2,2.5,0.794,1.2,2.5,3.7,0.6,0.3,0.3,0.9,1.3,6,26,0.616,0.655,15.7,31.4,23.5,11.2,1.5,2.8,15.9,29.4,1,0.5,1.5,0.215,-0.3,-0.3,-0.6,0.1,"bobanmarjanovic"
"229","Lauri Markkanen\markkla01","CHI","PF",68,68,29.7,5.5,12.7,0.434,0.518,2.1,2.4,0.843,1.2,6.3,7.5,1.2,0.6,0.6,1.2,1.5,15.2,15.6,0.552,0.193,4,23.7,13.5,6.4,0.9,1.8,8.2,21.9,1.7,1.6,3.3,0.079,-0.6,-1.3,-1.9,0.1,"laurimarkkanen"
"230","Jarell Martin\martija01","MEM","PF",73,36,22.8,3,6.8,0.446,0.48,1.2,1.6,0.767,1.3,3,4.4,1,0.5,0.7,1.2,2.9,7.7,10.5,0.516,0.234,6.6,15.8,11.1,7,1.2,2.8,13.6,17.1,0.1,1.2,1.3,0.038,-3,0,-3,-0.4,"jarellmartin"
"231","Frank Mason\masonfr01","SAC","PG",52,2,18.9,2.8,7.3,0.379,0.42,1.8,2.2,0.817,0.6,1.9,2.5,2.8,0.7,0.2,1.3,1.4,7.9,13,0.48,0.303,3.3,12.1,7.5,22.7,1.7,1,13.1,22.6,0,0.6,0.5,0.027,-2,-1.4,-3.4,-0.4,"frankmason"
"232","Wesley Matthews\matthwe02","DAL","SF",63,62,33.8,4.5,11.1,0.406,0.516,1.3,1.6,0.822,0.4,2.7,3.1,2.7,1.2,0.3,1.3,2.2,12.7,11.4,0.541,0.145,1.4,9.2,5.2,12.3,1.8,0.7,10.1,17.6,1,1.6,2.6,0.059,0.2,-0.2,0.1,1.1,"wesleymatthews"
"233","Luc Mbah a Moute\mbahalu01","HOU","PF",61,15,25.6,2.7,5.7,0.481,0.572,1.1,1.6,0.684,0.4,2.7,3,0.9,1.2,0.4,1.1,1.6,7.5,10.2,0.595,0.275,1.6,11.7,6.7,5,2.3,1.4,15.1,12.9,0.7,2.1,2.8,0.086,-1.5,1.5,0,0.8,"lucmbahamoute"
"234","Patrick McCaw\mccawpa01","GSW","SG",57,10,16.9,1.6,3.9,0.409,0.451,0.5,0.6,0.765,0.3,1.2,1.4,1.4,0.8,0.2,0.7,1.2,4,7.4,0.477,0.151,2,7.2,4.8,10.6,2.2,0.8,14.6,12.8,-0.3,0.8,0.6,0.029,-2.9,-0.5,-3.4,-0.3,"patrickmccaw"
"235","C.J. McCollum\mccolcj01","POR","SG",81,81,36.1,8.2,18.6,0.443,0.506,2.6,3.1,0.836,0.7,3.3,4,3.4,1,0.4,1.9,2.1,21.4,17,0.536,0.166,2,9.9,6,15.8,1.3,1,8.6,26.5,3.7,2.9,6.6,0.108,1.4,-1,0.4,1.8,"c"
"236","T.J. McConnell\mccontj01","PHI","PG",76,1,22.4,2.8,5.5,0.499,0.531,0.4,0.5,0.795,0.5,2.5,3,4,1.2,0.2,1.5,1.6,6.3,12.5,0.545,0.093,2.4,11.5,7.1,24.5,2.6,0.6,20.4,13.8,1.3,2.5,3.8,0.108,-1.8,1.1,-0.7,0.5,"t"
"237","Doug McDermott\mcderdo01","TOT","SF",81,4,21.8,2.9,6.3,0.467,0.557,0.8,1,0.79,0.5,2,2.5,1,0.2,0.2,0.7,1.5,7.8,10.4,0.579,0.159,2.5,10.2,6.3,6.5,0.5,0.8,9.3,15,1.7,0.6,2.3,0.063,-0.7,-1.7,-2.4,-0.2,"dougmcdermott"
"238","JaVale McGee\mcgeeja01","GSW","C",65,17,9.5,2.1,3.4,0.621,0.621,0.6,0.8,0.731,0.9,1.7,2.6,0.5,0.3,0.9,0.4,1.4,4.8,22.3,0.641,0.237,11.5,18.7,15.4,8,1.6,7.3,10,19.2,1.7,1.1,2.7,0.212,0.4,2.1,2.6,0.7,"javalemcgee"
"239","Ben McLemore\mclembe01","MEM","SG",56,17,19.5,2.8,6.7,0.421,0.495,0.9,1.1,0.828,0.6,1.9,2.5,0.9,0.7,0.3,1.1,2.5,7.5,9.7,0.526,0.172,3.5,11.4,7.4,7.5,1.8,1.3,13.2,19,-0.2,0.7,0.5,0.023,-2.1,-1.4,-3.6,-0.4,"benmclemore"
"240","Jodie Meeks\meeksjo01","WAS","SG",77,0,14.5,2,5.1,0.399,0.491,1.3,1.5,0.863,0.2,1.4,1.6,0.9,0.4,0.1,0.5,0.7,6.3,12.4,0.548,0.298,1.5,11.2,6.4,9.1,1.3,0.3,7.7,19,1.3,0.8,2,0.087,-0.4,-2.5,-2.8,-0.2,"jodiemeeks"
"241","Salah Mejri\mejrisa01","DAL","C",61,1,12,1.4,2.2,0.642,0.642,0.6,1.1,0.576,1.4,2.6,4,0.6,0.4,1.1,0.6,2,3.5,17.8,0.644,0.482,12.5,25.4,18.7,7.2,1.5,8.2,19,12.8,1.3,1.3,2.7,0.175,-2.2,5.3,3.1,0.9,"salahmejri"
"242","Khris Middleton\middlkh01","MIL","SF",82,82,36.4,7.2,15.5,0.466,0.524,3.9,4.4,0.884,0.5,4.7,5.2,4,1.5,0.3,2.3,3.3,20.1,17.4,0.577,0.285,1.8,15,8.4,17.7,2,0.6,11.8,24.6,4.6,2.3,6.9,0.111,1.6,-1.2,0.4,1.8,"khrismiddleton"
"243","C.J. Miles\milescj01","TOR","SF",70,3,19.1,3.2,8.6,0.379,0.516,1.2,1.4,0.835,0.3,1.9,2.2,0.8,0.5,0.3,0.6,1.9,10,13,0.545,0.162,1.5,11,6.4,6,1.4,1.3,5.7,22.3,1.4,1.5,2.9,0.103,1.7,-2.2,-0.5,0.5,"c"
"244","Darius Miller\milleda01","NOP","SF",82,3,23.7,2.6,5.9,0.444,0.594,0.7,0.8,0.866,0.2,1.8,2,1.4,0.3,0.2,0.7,2,7.8,9.3,0.617,0.138,1,7.9,4.6,7.5,0.7,0.7,10.1,12.8,2.1,0.9,3,0.075,0.5,-1.6,-1,0.5,"dariusmiller"
"245","Patty Mills\millspa02","SAS","PG",82,36,25.7,3.4,8.3,0.411,0.523,1.3,1.4,0.89,0.3,1.6,1.9,2.8,0.7,0.1,1.3,1.6,10,11.8,0.558,0.173,1.4,6.8,4.1,16,1.3,0.4,12.6,17.8,2,2.1,4.1,0.093,0.9,-1.3,-0.4,0.9,"pattymills"
"246","Paul Millsap\millspa01","DEN","PF",38,37,30.1,5.3,11.4,0.464,0.509,2.9,4.2,0.696,1.7,4.7,6.4,2.7,1,1.2,1.9,2.6,14.6,17,0.549,0.37,6.4,17.6,12.1,13.6,1.7,3.2,12.6,22,1.4,1.1,2.5,0.106,0,0.7,0.7,0.8,"paulmillsap"
"247","Nikola Mirotic\mirotni01","TOT","PF",55,14,27.2,5.6,12.4,0.447,0.546,2,2.5,0.818,1.1,6.3,7.4,1.5,0.8,0.7,1.1,2,15.6,18.7,0.577,0.2,4.3,24.9,14.6,8.6,1.4,2.2,7.7,23.4,2.2,1.8,4,0.128,1.4,-0.7,0.6,1,"nikolamirotic"
"248","Donovan Mitchell\mitchdo01","UTA","SG",79,71,33.4,7.5,17.2,0.437,0.506,3,3.8,0.805,0.7,3.1,3.7,3.7,1.5,0.3,2.7,2.7,20.5,16.7,0.541,0.218,2.3,10.4,6.4,19.4,2.2,0.9,12.6,29.1,1.4,3.8,5.2,0.095,1.3,-0.2,1.1,2.1,"donovanmitchell"
"249","Malik Monk\monkma01","CHO","SG",63,0,13.6,2.4,6.7,0.36,0.458,0.5,0.6,0.842,0.1,0.9,1,1.4,0.3,0.1,0.8,0.9,6.7,10.3,0.477,0.089,1,7.5,4.2,16.9,1.1,0.9,9.8,24.9,-0.5,0.5,0,0.001,-1,-3.4,-4.4,-0.5,"malikmonk"
"250","Greg Monroe\monrogr01","TOT","C",51,14,20.4,4.3,7.6,0.565,0.565,1.7,2.3,0.739,2.1,4.7,6.9,2.2,0.9,0.5,1.8,1.9,10.3,21.2,0.598,0.308,11.4,25.2,18.3,18.7,2.1,1.8,17.7,22.4,1.8,1.6,3.4,0.155,0.1,2.3,2.4,1.2,"gregmonroe"
"251","E'Twaun Moore\mooreet01","NOP","SG",82,80,31.5,5.2,10.1,0.508,0.585,0.6,0.8,0.706,0.7,2.2,2.9,2.3,1,0.1,1.2,2.2,12.5,12.1,0.593,0.082,2.5,7.3,5,10.1,1.5,0.4,10.6,16.1,2.8,1.6,4.4,0.081,0.6,-0.8,-0.2,1.2,"etwaunmoore"
"252","Eric Moreland\moreler01","DET","PF",67,3,12,1,1.8,0.541,0.541,0.2,0.4,0.379,1.2,2.9,4.1,1.2,0.5,0.8,0.6,1.7,2.1,13.9,0.531,0.238,10.9,27.6,19.1,13.3,1.9,5.6,23.8,9.7,0.7,1.6,2.3,0.135,-3.1,5.8,2.6,0.9,"ericmoreland"
"253","Marcus Morris\morrima03","BOS","PF",54,21,26.8,4.9,11.3,0.429,0.499,2.3,2.9,0.805,0.8,4.6,5.4,1.3,0.6,0.2,1.2,1.9,13.6,14.5,0.541,0.252,3.3,18.4,10.9,8.1,1.2,0.7,8.7,23,1.1,2.2,3.2,0.108,-1,-0.6,-1.7,0.1,"marcusmorris"
"254","Markieff Morris\morrima02","WAS","PF",73,73,27,4.5,9.4,0.48,0.536,1.4,1.8,0.82,1,4.6,5.6,1.9,0.8,0.5,1.7,3,11.5,13.2,0.566,0.186,4.3,19.2,11.8,11,1.4,1.7,14.6,19.5,1.2,2.1,3.3,0.08,-1,0.5,-0.5,0.7,"markieffmorris"
"255","Timofey Mozgov\mozgoti01","BRK","C",31,13,11.6,1.7,3,0.559,0.581,0.7,1,0.767,1,2.1,3.2,0.4,0.2,0.4,1.1,1.3,4.2,12.3,0.617,0.323,9.4,19.7,14.5,4.8,0.7,2.7,23.7,16.8,0.1,0.3,0.4,0.055,-3.8,-0.3,-4.1,-0.2,"timofeymozgov"
